,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Location Good,Date Occurred (datetime),Zip Code
1702017,181007146,03/10/2018,03/10/2018,1017,10,West Valley,1019,624,BATTERY - SIMPLE ASSAULT,0906 0554 0400 0419,25.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7400    HASKELL                      AV,,"(34.2049, -118.4749)",True,2018-03-10,91406
1678347,181105553,02/05/2018,02/05/2018,1100,11,Northeast,1101,330,BURGLARY FROM VEHICLE,0344 1307,59.0,M,W,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,330.0,,,,4700    CRYSTAL SPRINGS              DR,,"(34.1516, -118.2859)",True,2018-02-05,90027
1660290,181705115,01/24/2018,01/23/2018,2300,17,Devonshire,1713,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344,37.0,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,11400    AMIGO                        AV,,"(34.2784, -118.5401)",True,2018-01-23,91326
1664977,181704397,01/09/2018,01/09/2018,825,17,Devonshire,1781,330,BURGLARY FROM VEHICLE,0377 1609 0344,31.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,20900    NORDHOFF                     ST,,"(34.2355, -118.5885)",True,2018-01-09,91311
1693332,181506969,02/27/2018,02/26/2018,2000,15,N Hollywood,1512,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,47.0,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,BELLAIRE,BARBARA ANN,"(34.2003, -118.4094)",True,2018-02-26,91605
1688497,181500605,02/07/2018,02/06/2018,1600,15,N Hollywood,1548,624,BATTERY - SIMPLE ASSAULT,0416 1822 0429 0910 0444,53.0,F,H,913.0,MTA - RED LINE - NORTH HOLLYWOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)",True,2018-02-06,91601
1701692,180807494,03/16/2018,03/16/2018,1115,8,West LA,893,624,BATTERY - SIMPLE ASSAULT,1822 0356 0400,40.0,F,H,952.0,MTA - EXPO LINE - WESTWOOD/RANCHO PARK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10800    EXPOSITION                   BL,,"(34.035, -118.4356)",True,2018-03-16,90064
1671442,180205581,02/01/2018,01/31/2018,2100,2,Rampart,285,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 S  BONNIE BRAE                  ST,,"(34.0477, -118.2794)",True,2018-01-31,90006
1669604,181604682,01/17/2018,01/16/2018,1100,16,Foothill,1601,662,"BUNCO, GRAND THEFT",0701 0344,32.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,12100    BROMONT                      AV,,"(34.2896, -118.414)",True,2018-01-16,91340
1675501,182105097,01/23/2018,01/16/2018,1,21,Topanga,2189,354,THEFT OF IDENTITY,1822,44.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5000    DUMONT                       PL,,"(34.1614, -118.5825)",True,2018-01-16,91364
1694230,182006857,02/22/2018,02/20/2018,2355,20,Olympic,2071,330,BURGLARY FROM VEHICLE,0344 0358 0385,22.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,3000 W  15TH                         ST,,"(34.0454, -118.309)",True,2018-02-20,90006
1665378,181904621,01/13/2018,01/12/2018,1000,19,Mission,1936,310,BURGLARY,1609 0344,23.0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,11400    LAUREL CANYON                BL,,"(34.2768, -118.4513)",True,2018-01-12,91340
1703698,181606754,02/14/2018,02/04/2018,1600,16,Foothill,1643,121,"RAPE, FORCIBLE",0444 0516 0501 0527 0532 0537 0930 1251 1820 0400,20.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,10400    ILEX                         AV,,"(34.2595, -118.4167)",True,2018-02-04,91331
1674285,181505211,01/24/2018,01/24/2018,2325,15,N Hollywood,1549,210,ROBBERY,0945 0325 1822 0443,17.0,M,O,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,11200    BURBANK                      BL,,"(34.1722, -118.3752)",True,2018-01-24,91601
1654751,181204237,01/03/2018,01/03/2018,1730,12,77th Street,1233,510,VEHICLE - STOLEN,,17.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1800 W  SLAUSON                      AV,,"(33.9892, -118.3089)",True,2018-01-03,90047
1681801,180505771,02/06/2018,02/06/2018,2030,5,Harbor,563,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814,36.0,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1300 S  PACIFIC                      AV,,"(33.7321, -118.295)",True,2018-02-06,90731
1697718,181407698,03/03/2018,03/02/2018,1800,14,Pacific,1469,330,BURGLARY FROM VEHICLE,1607 0344 1300,39.0,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,7100    ALVERN                       ST,,"(33.975, -118.3774)",True,2018-03-02,90045
1656736,180204442,01/09/2018,01/08/2018,2330,2,Rampart,233,330,BURGLARY FROM VEHICLE,0344 0352,41.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,100 S  LAFAYETTE PARK               PL,,"(34.0703, -118.2786)",True,2018-01-08,90057
1702041,181007258,03/12/2018,03/12/2018,730,10,West Valley,1028,210,ROBBERY,,,M,O,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,6800    BALBOA                       BL,,"(34.1939, -118.5011)",True,2018-03-12,91406
1681399,180306683,02/06/2018,02/05/2018,2200,3,Southwest,329,901,VIOLATION OF RESTRAINING ORDER,2038 0913,22.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,2900 S  FLOWER                       ST,,"(34.0253, -118.2763)",True,2018-02-05,90007
1654750,181204236,01/01/2018,01/01/2018,920,12,77th Street,1203,901,VIOLATION OF RESTRAINING ORDER,0361 0319 0443,52.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901.0,,,,1500 W  51ST                         ST,,"(33.9969, -118.3057)",True,2018-01-01,90062
1678657,181206795,02/06/2018,02/05/2018,2000,12,77th Street,1252,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,38.0,M,A,738.0,LIBRARY,,,IC,Invest Cont,740.0,,,,2200 W  FLORENCE                     AV,,"(33.9746, -118.3177)",True,2018-02-05,90047
1665427,181904751,01/15/2018,01/15/2018,1650,19,Mission,1966,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,47.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,9200    WAKEFIELD                    AV,,"(34.2376, -118.4481)",True,2018-01-15,91402
1682139,180704945,01/22/2018,01/21/2018,1900,7,Wilshire,722,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,40.0,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,8300    BLACKBURN                    AV,,"(34.0718, -118.3702)",True,2018-01-21,90048
1673469,181105339,01/31/2018,01/31/2018,1600,11,Northeast,1101,330,BURGLARY FROM VEHICLE,1609 1307 0344,40.0,M,A,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,330.0,,,,2700 N  VERMONT                      AV,,"(34.1179, -118.293)",True,2018-01-31,90027
1659964,182004294,01/06/2018,01/06/2018,1830,20,Olympic,2039,624,BATTERY - SIMPLE ASSAULT,0416,32.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,2900    LEEWARD                      AV,,"(34.0587, -118.2869)",True,2018-01-06,90005
1699832,180109510,03/16/2018,03/16/2018,100,1,Central,147,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0334,40.0,F,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,400 E  5TH                          ST,,"(34.0453, -118.2443)",True,2018-03-16,90013
1678141,181005587,02/05/2018,01/09/2018,1300,10,West Valley,1041,664,"BUNCO, PETTY THEFT",0344,32.0,M,W,411.0,PET STORE,,,IC,Invest Cont,664.0,,,,18700    OXNARD                       ST,,"(34.1801, -118.5407)",True,2018-01-09,91356
1667860,180704806,01/20/2018,01/20/2018,130,7,Wilshire,765,761,BRANDISH WEAPON,1501,29.0,M,H,301.0,GAS STATION,,,IC,Invest Cont,761.0,,,,1500 S  LA BREA                      AV,,"(34.0467, -118.345)",True,2018-01-20,90019
1696029,180607594,03/04/2018,03/04/2018,2030,6,Hollywood,645,210,ROBBERY,1310 0344,26.0,M,B,101.0,STREET,122.0,HECKLER & KOCH 93 SEMIAUTOMATIC ASSAULT RIFLE,IC,Invest Cont,210.0,,,,FOUNTAIN,HIGHLAND,"(34.0944, -118.3386)",True,2018-03-04,90028
1659966,182004293,01/06/2018,01/06/2018,1810,20,Olympic,2039,624,BATTERY - SIMPLE ASSAULT,0444 0429 0448,65.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2900    LEEWARD                      AV,,"(34.0587, -118.2869)",True,2018-01-06,90005
1668580,181200534,01/18/2018,01/18/2018,1050,12,77th Street,1273,220,ATTEMPTED ROBBERY,1402 0325 0104 1822,17.0,X,X,406.0,OTHER STORE,204.0,FOLDING KNIFE,IC,Invest Cont,220.0,,,,1800 W  MANCHESTER                   BL,,"(33.96, -118.309)",True,2018-01-18,90047
1658690,181304130,01/03/2018,01/03/2018,1000,13,Newton,1303,510,VEHICLE - STOLEN,,17.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,OLYMPIC                      BL,CENTRAL,"(34.032, -118.2441)",True,2018-01-03,90021
1693819,181806867,02/19/2018,02/19/2018,1400,18,Southeast,1844,940,EXTORTION,1822 0342 0422 1300,50.0,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,940.0,,,,900 E  113TH                        ST,,"(33.9319, -118.2586)",True,2018-02-19,90059
1691465,180706490,02/22/2018,02/14/2018,1611,7,Wilshire,738,354,THEFT OF IDENTITY,1822,45.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 S  MANSFIELD                    AV,,"(34.0622, -118.3406)",True,2018-02-14,90036
1658876,181404325,01/06/2018,01/04/2018,1400,14,Pacific,1415,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,33.0,F,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,800    LINCOLN                      BL,,"(33.9993, -118.4636)",True,2018-01-04,90291
1703300,181507309,03/05/2018,03/05/2018,1520,15,N Hollywood,1506,624,BATTERY - SIMPLE ASSAULT,0444,49.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SHERMAN                      WY,VINELAND                     AV,"(34.2012, -118.3703)",True,2018-03-05,91352
1685784,180206540,02/16/2018,02/16/2018,500,2,Rampart,261,624,BATTERY - SIMPLE ASSAULT,1268 0416 0913,26.0,F,H,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 S  LAKE                         ST,,"(34.0567, -118.2815)",True,2018-02-16,90057
1662567,180504286,01/07/2018,01/07/2018,1420,5,Harbor,551,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0329 0429 0416 0913,47.0,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,230.0,,,,1500 S  WEYMOUTH                     PL,,"(33.7421, -118.3102)",True,2018-01-07,90732
1660131,182104223,01/04/2018,01/03/2018,1700,21,Topanga,2128,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,50.0,M,W,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,7900    WINNETKA                     AV,,"(34.212, -118.5754)",True,2018-01-03,91306
1692505,181207914,02/22/2018,02/19/2018,1350,12,77th Street,1251,888,TRESPASSING,1822 0389,54.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,6700    11TH                         AV,,"(33.9782, -118.3294)",True,2018-02-19,90043
1675512,182105148,01/24/2018,01/24/2018,2030,21,Topanga,2129,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,25.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,19900    ROSCOE                       BL,,"(34.2203, -118.5667)",True,2018-01-24,91306
1676962,180405636,02/06/2018,02/06/2018,1600,4,Hollenbeck,466,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,81.0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1ST,SOTO,"(34.0437, -118.2098)",True,2018-02-06,90033
1687950,181207510,02/16/2018,02/16/2018,830,12,77th Street,1273,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0432,30.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,WESTERN,MANCHESTER,"(33.96, -118.309)",True,2018-02-16,90047
1685793,180206055,02/09/2018,02/09/2018,30,2,Rampart,266,440,THEFT PLAIN - PETTY ($950 & UNDER),2000 1814 0416 0444 0447,23.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212.0,BOTTLE,IC,Invest Cont,440.0,,,,700    BEACON                       AV,,"(34.0544, -118.2723)",True,2018-02-09,90017
1669725,181704563,01/14/2018,01/09/2018,2200,17,Devonshire,1738,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11000    HASKELL                      AV,,"(34.2701, -118.476)",True,2018-01-09,91344
1683592,181306637,02/14/2018,02/14/2018,600,13,Newton,1394,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0906 0371 0416,25.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,6300 S  SAN PEDRO                    ST,,"(33.9786, -118.2717)",True,2018-02-14,90003
1699080,182007488,03/05/2018,03/03/2018,1700,20,Olympic,2015,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,40.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,CATALINA,BEVERLY,"(34.0763, -118.2954)",True,2018-03-03,90004
1690705,180307559,02/23/2018,02/23/2018,225,3,Southwest,341,330,BURGLARY FROM VEHICLE,1601 0344 0345,35.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,3800 S  SYCAMORE                     AV,,"(34.0183, -118.3569)",True,2018-02-23,90008
1695176,180306230,02/04/2018,02/04/2018,2215,3,Southwest,395,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1815 0381 1240 1310 0408 0401 0416,20.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1500 W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.3062)",True,2018-02-04,90062
1672684,180705329,01/29/2018,01/22/2018,1434,7,Wilshire,721,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,17.0,M,O,416.0,THE BEVERLY CENTER,,,IC,Invest Cont,341.0,,,,8500    BEVERLY                      BL,,"(34.0761, -118.3766)",True,2018-01-22,90048
1693100,181407452,02/27/2018,02/26/2018,1730,14,Pacific,1489,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1822 0344,25.0,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,5300 W  93RD                         ST,,"(33.9516, -118.3725)",True,2018-02-26,90045
1686572,180606664,02/16/2018,02/16/2018,200,6,Hollywood,639,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,RUSSELL,HARVARD,"(34.1042, -118.305)",True,2018-02-16,90027
1687408,181006058,02/15/2018,02/14/2018,2230,10,West Valley,1077,330,BURGLARY FROM VEHICLE,1609,24.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,17200    VENTURA                      BL,,"(34.1606, -118.5076)",True,2018-02-14,91316
1699215,182106985,02/23/2018,02/23/2018,1300,21,Topanga,2158,310,BURGLARY,1609 0321 0344,39.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,20300    AETNA                        ST,,"(34.1786, -118.5758)",True,2018-02-23,91367
1683821,181505878,02/05/2018,02/05/2018,1515,15,N Hollywood,1532,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,17.0,M,O,402.0,MARKET,,,JA,Juv Arrest,442.0,,,,12400    OXNARD                       ST,,"(34.1794, -118.4031)",True,2018-02-05,91606
1698475,181707260,03/06/2018,03/06/2018,730,17,Devonshire,1717,624,BATTERY - SIMPLE ASSAULT,1259 1251 1815 0416 0356,16.0,F,B,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11200    GOTHIC                       AV,,"(34.2738, -118.4887)",True,2018-03-06,91344
1690699,180307504,02/22/2018,01/20/2018,1200,3,Southwest,341,354,THEFT OF IDENTITY,0100 0928 1822,46.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5100    ORANGE                       PL,,"(34.0148, -118.3563)",True,2018-01-20,90008
1688472,181407136,02/22/2018,02/21/2018,2230,14,Pacific,1432,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600    ELECTRIC                     AV,,"(33.9906, -118.4635)",True,2018-02-21,90291
1693573,181606298,02/28/2018,01/04/2018,1000,16,Foothill,1677,354,THEFT OF IDENTITY,1822 0930,,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,9600    CABRINI                      DR,,"(34.2119, -118.3423)",True,2018-01-04,91504
1681262,180306303,02/05/2018,02/05/2018,1830,3,Southwest,351,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1822 1300 0342 0329,53.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,3400 S  LA BREA                      AV,,"(34.0232, -118.3554)",True,2018-02-05,90016
1667072,180305122,01/19/2018,01/18/2018,1800,3,Southwest,375,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600    MIDDLETON                    PL,,"(34.0155, -118.3089)",True,2018-01-18,90062
1674122,181405637,01/28/2018,01/26/2018,2200,14,Pacific,1457,310,BURGLARY,0344 1607,,,,,,,,IC,Invest Cont,310.0,,,,00,,"(0, 0)",True,2018-01-26,
1662397,180404308,01/07/2018,01/07/2018,2050,4,Hollenbeck,463,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,56.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,300    GERTRUDE                     ST,,"(34.0444, -118.2174)",True,2018-01-07,90033
1659566,181804248,01/03/2018,01/03/2018,1930,18,Southeast,1842,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0444 2000 1814 1243 0447,26.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,100 W  IMPERIAL                     HY,,"(33.9347, -118.2761)",True,2018-01-03,90061
1685795,180206167,02/10/2018,02/08/2018,1945,2,Rampart,201,310,BURGLARY,1501,47.0,F,O,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,310.0,,,,800 N  KENMORE                      AV,,"(34.0858, -118.297)",True,2018-02-08,90029
1674553,181604963,01/26/2018,01/22/2018,2030,16,Foothill,1685,330,BURGLARY FROM VEHICLE,1302 0344 1605,58.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,LANKERSHIM                   BL,STAGG                        ST,"(34.2121, -118.3878)",True,2018-01-22,91605
1680328,182005832,02/04/2018,02/04/2018,2020,20,Olympic,2093,350,"THEFT, PERSON",0344 0336 0216,23.0,F,H,222.0,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,2100 W  WASHINGTON                   BL,,"(34.04, -118.3062)",True,2018-02-04,90018
1674441,181505543,01/31/2018,01/26/2018,1730,15,N Hollywood,1567,310,BURGLARY,0352 1606 0344,30.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,10600    WOODBRIDGE                   ST,,"(34.1489, -118.3615)",True,2018-01-26,91602
1698728,181906782,02/22/2018,02/22/2018,700,19,Mission,1994,624,BATTERY - SIMPLE ASSAULT,0444 0917,,F,W,702.0,OFFICE BUILDING/OFFICE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,14800    ROSCOE                       BL,,"(34.2215, -118.4553)",True,2018-02-22,91402
1696478,180806939,03/05/2018,01/17/2018,955,8,West LA,851,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,28.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,12200    OHIO                         AV,,"(34.0395, -118.4637)",True,2018-01-17,90025
1686122,180307396,02/20/2018,02/20/2018,1351,3,Southwest,358,888,TRESPASSING,1501 1402,,X,X,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,888.0,998.0,,,3600    TROUSDALE                    PY,,"(34.0215, -118.2868)",True,2018-02-20,90089
1679430,181605260,02/02/2018,02/01/2018,1230,16,Foothill,1633,662,"BUNCO, GRAND THEFT",0701 0344 1210,38.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,12100    TERRA BELLA                  ST,,"(34.2742, -118.3965)",True,2018-02-01,91342
1696355,180707223,03/09/2018,02/23/2018,1300,7,Wilshire,723,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41.0,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,100 S  FAIRFAX                      AV,,"(34.0728, -118.3656)",True,2018-02-23,90048
1663184,180804602,01/15/2018,01/12/2018,1400,8,West LA,855,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,55.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1400    GREENFIELD                   AV,,"(34.0532, -118.445)",True,2018-01-12,90025
1657624,180704279,01/08/2018,01/07/2018,100,7,Wilshire,738,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,37.0,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,600 S  CITRUS                       AV,,"(34.065, -118.3397)",True,2018-01-07,90036
1672330,180605457,01/26/2018,01/11/2018,2100,6,Hollywood,615,330,BURGLARY FROM VEHICLE,0344 0321,29.0,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,3400 N  KNOLL                        DR,,"(34.13, -118.3418)",True,2018-01-11,90068
1655203,181804121,01/03/2018,01/03/2018,200,18,Southeast,1849,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0417 1218 2004,50.0,F,B,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,114TH                        ST,WILMINGTON,"(33.9315, -118.239)",True,2018-01-03,90059
1698749,181907066,02/27/2018,02/25/2018,1500,19,Mission,1954,354,THEFT OF IDENTITY,0928 1822,46.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,15100    DEVONSHIRE                   ST,,"(34.2573, -118.4609)",True,2018-02-25,91345
1688421,181406976,02/19/2018,02/19/2018,510,14,Pacific,1464,310,BURGLARY,2004 0314,48.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,12700    MILLENNIUM,,"(33.9771, -118.4137)",True,2018-02-19,90094
1667736,180605373,01/25/2018,01/25/2018,850,6,Hollywood,657,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0416 0444 2000 0334 0411,26.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,5400    SIERRA VISTA                 AV,,"(34.0896, -118.3092)",True,2018-01-25,90029
1672687,180705332,01/30/2018,01/03/2018,900,7,Wilshire,713,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,17.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,400 N  GENESEE                      AV,,"(34.0782, -118.3584)",True,2018-01-03,90036
1658113,181004425,01/10/2018,01/10/2018,320,10,West Valley,1004,888,TRESPASSING,2004,37.0,M,B,701.0,HOSPITAL,,,IC,Invest Cont,888.0,,,,18300    ROSCOE                       BL,,"(34.2208, -118.5317)",True,2018-01-10,91325
1655193,181804097,01/02/2018,01/02/2018,2230,18,Southeast,1837,210,ROBBERY,0334 0370 0344 0906 0371 0913,21.0,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,IC,Invest Cont,210.0,,,,107TH                        ST,GRAHAM                       AV,"(33.9386, -118.2406)",True,2018-01-02,90002
1696065,180607701,02/22/2018,02/03/2018,2250,6,Hollywood,646,900,VIOLATION OF COURT ORDER,2038,35.0,F,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,900.0,,,,1600 N  CAHUENGA                     BL,,"(34.0998, -118.3295)",True,2018-02-03,90028
